x,y,Actual,Predicted,p_ADM,p_PanIN_LG,p_PanIN_HG,p_Other,Conf,Refined
12190,22936,ADM,PanIN_LG,0.2147386074066162,0.6156637668609619,0.1464596688747406,0.023137884214520454,0.6156637668609619,ADM
11678,22936,ADM,ADM,0.4946005642414093,0.2574431300163269,0.09964323043823242,0.14831309020519257,0.4946005642414093,ADM
27012,6984,ADM,PanIN_LG,0.3347227871417999,0.450452983379364,0.09813982248306274,0.11668440699577332,0.450452983379364,ADM
27012,5960,ADM,ADM,0.5403609275817871,0.2974672317504883,0.08748559653759003,0.07468625158071518,0.5403609275817871,PanIN_LG
23940,12872,ADM,ADM,0.5128989219665527,0.3320247530937195,0.08389478921890259,0.07118150591850281,0.5128989219665527,ADM
10910,26264,ADM,ADM,0.5608738660812378,0.22792768478393555,0.0860837996006012,0.12511473894119263,0.5608738660812378,ADM
11422,21912,ADM,PanIN_HG,0.18087399005889893,0.331753134727478,0.36585986614227295,0.1215129941701889,0.36585986614227295,ADM
9118,23192,ADM,ADM,0.5323472023010254,0.2878575325012207,0.07647401094436646,0.10332126170396805,0.5323472023010254,Other
25220,7752,ADM,ADM,0.5328535437583923,0.27696681022644043,0.07999378442764282,0.11018592864274979,0.5328535437583923,ADM
10910,24728,ADM,ADM,0.4716474115848541,0.2958982288837433,0.08018741011619568,0.1522669792175293,0.4716474115848541,ADM
22148,8264,ADM,ADM,0.48572567105293274,0.31078147888183594,0.08375133574008942,0.1197415292263031,0.48572567105293274,PanIN_LG
23684,18504,ADM,ADM,0.358272910118103,0.3341597318649292,0.14452528953552246,0.16304202377796173,0.358272910118103,PanIN_LG
23428,11336,ADM,ADM,0.5726351737976074,0.2591207027435303,0.11845605075359344,0.049788083881139755,0.5726351737976074,ADM
11166,26008,ADM,ADM,0.49413490295410156,0.3223857879638672,0.07759124785661697,0.10588803887367249,0.49413490295410156,ADM
23428,12872,ADM,ADM,0.4890897870063782,0.20749306678771973,0.09055059403181076,0.21286657452583313,0.4890897870063782,ADM
25476,7752,ADM,ADM,0.5054919719696045,0.28916019201278687,0.07799261808395386,0.12735523283481598,0.5054919719696045,ADM
23684,11336,ADM,ADM,0.493259072303772,0.34407442808151245,0.0787637010216713,0.08390277624130249,0.493259072303772,ADM
20612,13640,ADM,ADM,0.5893129110336304,0.23587918281555176,0.07615165412425995,0.09865625947713852,0.5893129110336304,ADM
25476,19016,ADM,Other,0.31149354577064514,0.20231232047080994,0.11989534646272659,0.3662988245487213,0.3662988245487213,ADM
18564,16200,ADM,PanIN_LG,0.31178539991378784,0.32088613510131836,0.11292029172182083,0.2544081509113312,0.32088613510131836,ADM
26500,8264,ADM,PanIN_LG,0.39979326725006104,0.4028371572494507,0.12499268352985382,0.07237689197063446,0.4028371572494507,ADM
20100,15176,ADM,PanIN_LG,0.3751792907714844,0.49033716320991516,0.080352783203125,0.05413075536489487,0.49033716320991516,PanIN_LG
24964,8008,ADM,ADM,0.4541797339916229,0.28988704085350037,0.13011734187602997,0.12581589818000793,0.4541797339916229,ADM
21124,13384,ADM,ADM,0.42995521426200867,0.4023513197898865,0.11871760338544846,0.048975907266139984,0.42995521426200867,ADM
23940,13128,ADM,ADM,0.5646764039993286,0.28059911727905273,0.11519408971071243,0.039530426263809204,0.5646764039993286,ADM
12190,22680,ADM,PanIN_LG,0.17128637433052063,0.6724632978439331,0.13645198941230774,0.019798392429947853,0.6724632978439331,ADM
2206,18328,ADM,ADM,0.3304159641265869,0.25139114260673523,0.18527770042419434,0.23291516304016113,0.3304159641265869,Other
24708,8264,ADM,PanIN_LG,0.34936708211898804,0.5294147729873657,0.09069646894931793,0.03052167221903801,0.5294147729873657,ADM
25732,8008,ADM,ADM,0.49516648054122925,0.2865738272666931,0.10922455787658691,0.10903511941432953,0.49516648054122925,ADM
24964,10056,ADM,PanIN_LG,0.24804767966270447,0.5991321802139282,0.11456653475761414,0.03825358673930168,0.5991321802139282,PanIN_LG
11166,21912,ADM,ADM,0.3894696533679962,0.23055484890937805,0.12541863322257996,0.2545568346977234,0.3894696533679962,PanIN_LG
24196,11080,ADM,ADM,0.4922507703304291,0.2642630934715271,0.08336973190307617,0.16011640429496765,0.4922507703304291,ADM
10398,24984,ADM,ADM,0.5414420366287231,0.3277885913848877,0.09759978950023651,0.03316957503557205,0.5414420366287231,ADM
23684,9288,ADM,ADM,0.4666001498699188,0.20309194922447205,0.0685449168086052,0.26176294684410095,0.4666001498699188,ADM
