x,y,Actual,Predicted,p_ADM,p_PanIN_LG,p_PanIN_HG,p_Other,Conf,Refined
25323,47421,ADM,PanIN_HG,0.08212679624557495,0.3793995976448059,0.4061238169670105,0.13234978914260864,0.4061238169670105,ADM
21995,46909,ADM,ADM,0.560978353023529,0.2199559062719345,0.10003454238176346,0.1190311461687088,0.560978353023529,Other
3938,34179,ADM,PanIN_LG,0.32360273599624634,0.45544153451919556,0.10523871332406998,0.11571697890758514,0.45544153451919556,PanIN_LG
22251,46909,ADM,ADM,0.29472440481185913,0.23945970833301544,0.277554988861084,0.18826085329055786,0.29472440481185913,Other
7010,32131,ADM,ADM,0.5688700675964355,0.22826610505580902,0.172624409198761,0.030239392071962357,0.5688700675964355,ADM
24811,49981,ADM,ADM,0.4733818471431732,0.20207810401916504,0.19118353724479675,0.133356511592865,0.4733818471431732,ADM
30558,42347,ADM,PanIN_LG,0.07389148324728012,0.3484824597835541,0.33620351552963257,0.24142253398895264,0.3484824597835541,PanIN_LG
34565,38894,ADM,ADM,0.5804401636123657,0.20980024337768555,0.15635213255882263,0.0534074530005455,0.5804401636123657,ADM
24555,50237,ADM,ADM,0.41719600558280945,0.30576643347740173,0.20337876677513123,0.07365874946117401,0.41719600558280945,ADM
24811,49725,ADM,PanIN_LG,0.2633434534072876,0.44041094183921814,0.1537766456604004,0.14246894419193268,0.44041094183921814,ADM
5986,34691,ADM,ADM,0.43261539936065674,0.2778247594833374,0.17415940761566162,0.11540040373802185,0.43261539936065674,PanIN_LG
22763,47677,ADM,ADM,0.509637713432312,0.21795110404491425,0.19263118505477905,0.07978000491857529,0.509637713432312,Other
26347,47421,ADM,ADM,0.45098695158958435,0.24248576164245605,0.2165757715702057,0.0899515375494957,0.45098695158958435,ADM
25067,48189,ADM,ADM,0.5741265416145325,0.26116982102394104,0.123773954808712,0.040929652750492096,0.5741265416145325,ADM
25579,49725,ADM,ADM,0.38991641998291016,0.2781398892402649,0.17110931873321533,0.16083434224128723,0.38991641998291016,ADM
26347,48445,ADM,ADM,0.4946941137313843,0.21918721497058868,0.10671791434288025,0.1794007420539856,0.4946941137313843,ADM
19053,24006,ADM,ADM,0.5855793952941895,0.20472431182861328,0.11770935356616974,0.09198688715696335,0.5855793952941895,Other
25835,49725,ADM,Other,0.23315557837486267,0.2887178063392639,0.1814437359571457,0.2966828942298889,0.2966828942298889,ADM
8987,15147,ADM,ADM,0.5393348336219788,0.23257651925086975,0.1702708750963211,0.057817794382572174,0.5393348336219788,Other
23787,49469,ADM,ADM,0.380553662776947,0.35107553005218506,0.11850710213184357,0.14986377954483032,0.380553662776947,ADM
25835,48957,ADM,ADM,0.5279388427734375,0.2794888913631439,0.1189790740609169,0.07359319180250168,0.5279388427734375,ADM
25579,46141,ADM,ADM,0.514289140701294,0.26292911171913147,0.14425969123840332,0.07852210849523544,0.514289140701294,ADM
25323,47165,ADM,PanIN_LG,0.12197984755039215,0.44342705607414246,0.3870745897293091,0.047518521547317505,0.44342705607414246,ADM
34565,38638,ADM,ADM,0.42359459400177,0.3080718517303467,0.14323380589485168,0.12509974837303162,0.42359459400177,ADM
33285,38382,ADM,ADM,0.5747063755989075,0.27765148878097534,0.09723314642906189,0.0504089817404747,0.5747063755989075,ADM
8475,15403,ADM,ADM,0.2939335107803345,0.2690362334251404,0.22050797939300537,0.21652227640151978,0.2939335107803345,ADM
24043,50493,ADM,ADM,0.4901634156703949,0.2934021055698395,0.10487189888954163,0.1115625724196434,0.4901634156703949,PanIN_LG
25067,50237,ADM,ADM,0.5122727751731873,0.26897814869880676,0.16870006918907166,0.0500490665435791,0.5122727751731873,ADM
19821,32198,ADM,ADM,0.36684614419937134,0.28240102529525757,0.19722320139408112,0.15352964401245117,0.36684614419937134,Other
20037,37160,ADM,PanIN_HG,0.30071187019348145,0.1825140118598938,0.3261895775794983,0.19058457016944885,0.3261895775794983,ADM
22251,47421,ADM,PanIN_HG,0.10737178474664688,0.27928605675697327,0.40053635835647583,0.21280580759048462,0.40053635835647583,Other
7522,32131,ADM,ADM,0.5009098649024963,0.29836079478263855,0.12224145233631134,0.07848790287971497,0.5009098649024963,ADM
