x,y,Actual,Predicted,p_ADM,p_PanIN_LG,p_PanIN_HG,p_Other,Conf,Refined
22658,12235,ADM,PanIN_HG,0.2594181001186371,0.27253422141075134,0.36011141538619995,0.10793626308441162,0.36011141538619995,PanIN_LG
29826,9931,ADM,ADM,0.5063018798828125,0.2542101740837097,0.17030000686645508,0.0691879540681839,0.5063018798828125,ADM
15054,17763,ADM,Other,0.10120940953493118,0.32992640137672424,0.17697042226791382,0.39189374446868896,0.39189374446868896,Other
14286,24931,ADM,ADM,0.5166856646537781,0.3029418885707855,0.16010348498821259,0.02026897296309471,0.5166856646537781,ADM
15310,25443,ADM,ADM,0.5005059242248535,0.29967546463012695,0.1503792405128479,0.049439314752817154,0.5005059242248535,ADM
32386,8907,ADM,ADM,0.5301001667976379,0.28597164154052734,0.15152008831501007,0.03240809589624405,0.5301001667976379,ADM
25986,5579,ADM,ADM,0.4976067543029785,0.2887550890445709,0.15896865725517273,0.054669465869665146,0.4976067543029785,ADM
24450,7371,ADM,ADM,0.37788909673690796,0.24396401643753052,0.15201690793037415,0.22612997889518738,0.37788909673690796,ADM
17614,14435,ADM,ADM,0.3129941523075104,0.2629106342792511,0.1440168172121048,0.2800784111022949,0.3129941523075104,ADM
14030,14947,ADM,ADM,0.48587867617607117,0.23671218752861023,0.1558152437210083,0.1215939074754715,0.48587867617607117,PanIN_LG
17358,15203,ADM,ADM,0.31203922629356384,0.30142202973365784,0.16162380576133728,0.22491492331027985,0.31203922629356384,PanIN_LG
33922,9163,ADM,ADM,0.39843103289604187,0.28498154878616333,0.14791327714920044,0.16867414116859436,0.39843103289604187,ADM
32642,7883,ADM,ADM,0.4651203751564026,0.2627027630805969,0.15863482654094696,0.11354201287031174,0.4651203751564026,ADM
14030,13411,ADM,ADM,0.47563400864601135,0.281663715839386,0.13377824425697327,0.10892406851053238,0.47563400864601135,PanIN_LG
17870,14435,ADM,ADM,0.45720791816711426,0.24008697271347046,0.19099512696266174,0.11170998960733414,0.45720791816711426,ADM
8398,24163,ADM,ADM,0.5071059465408325,0.2646941542625427,0.18242233991622925,0.0457775741815567,0.5071059465408325,ADM
27778,17355,ADM,PanIN_HG,0.11282555758953094,0.28262364864349365,0.5176956057548523,0.08685518801212311,0.5176956057548523,PanIN_HG
26498,10955,ADM,ADM,0.4861159324645996,0.25299072265625,0.15509715676307678,0.10579615831375122,0.4861159324645996,ADM
9934,9571,ADM,ADM,0.5355168581008911,0.28262096643447876,0.14671096205711365,0.03515120968222618,0.5355168581008911,ADM
9678,18787,ADM,ADM,0.3855815529823303,0.30693015456199646,0.11979550123214722,0.1876928061246872,0.3855815529823303,ADM
8910,18531,ADM,ADM,0.33220797777175903,0.29614657163619995,0.15869152545928955,0.21295389533042908,0.33220797777175903,ADM
13774,25699,ADM,ADM,0.40211814641952515,0.27592572569847107,0.16324959695339203,0.15870654582977295,0.40211814641952515,ADM
18382,14691,ADM,ADM,0.514966607093811,0.2907267212867737,0.17052100598812103,0.02378568984568119,0.514966607093811,ADM
28802,31691,ADM,Other,0.13978466391563416,0.2808941602706909,0.22577358782291412,0.3535475730895996,0.3535475730895996,PanIN_LG
25730,5835,ADM,PanIN_HG,0.06414349377155304,0.2577172517776489,0.5128909349441528,0.1652483195066452,0.5128909349441528,ADM
11470,21091,ADM,ADM,0.4842207133769989,0.3178498446941376,0.12671516835689545,0.07121424376964569,0.4842207133769989,PanIN_LG
29058,17099,ADM,Other,0.1840583086013794,0.3037514090538025,0.20402276515960693,0.3081674873828888,0.3081674873828888,PanIN_LG
23426,7371,ADM,ADM,0.4150390028953552,0.28629183769226074,0.17869114875793457,0.11997799575328827,0.4150390028953552,ADM
21634,9931,ADM,ADM,0.4879665970802307,0.3247407078742981,0.16957210004329681,0.01772063411772251,0.4879665970802307,ADM
29570,9675,ADM,ADM,0.5431405305862427,0.27629244327545166,0.1346399039030075,0.04592711478471756,0.5431405305862427,ADM
29314,10955,ADM,ADM,0.4984719753265381,0.2789056599140167,0.14413411915302277,0.07848822325468063,0.4984719753265381,ADM
29058,10443,ADM,ADM,0.5013705492019653,0.3171672821044922,0.1368827372789383,0.044579483568668365,0.5013705492019653,ADM
10446,25187,ADM,ADM,0.5112485885620117,0.33497676253318787,0.1388360857963562,0.0149385342374444,0.5112485885620117,ADM
29570,9419,ADM,ADM,0.3402770757675171,0.29482388496398926,0.3011520206928253,0.06374698877334595,0.3402770757675171,ADM
11470,9571,ADM,ADM,0.5006964206695557,0.2817729115486145,0.16174131631851196,0.05578937008976936,0.5006964206695557,PanIN_LG
11214,14947,ADM,PanIN_LG,0.06023161858320236,0.48297223448753357,0.41024094820022583,0.04655519872903824,0.48297223448753357,PanIN_LG
14083,31229,ADM,ADM,0.5032002925872803,0.24861367046833038,0.139624685049057,0.10856135934591293,0.5032002925872803,PanIN_LG
11470,11875,ADM,PanIN_LG,0.18015363812446594,0.3624351918697357,0.30313345789909363,0.15427769720554352,0.3624351918697357,PanIN_LG
12803,36605,ADM,ADM,0.3870173990726471,0.28413140773773193,0.1806027591228485,0.14824841916561127,0.3870173990726471,PanIN_LG
33154,8139,ADM,PanIN_LG,0.2257944494485855,0.3079998791217804,0.1583101749420166,0.3078954815864563,0.3079998791217804,ADM
14286,21347,ADM,ADM,0.4634122848510742,0.264309287071228,0.1640143245458603,0.10826408863067627,0.4634122848510742,PanIN_LG
33154,9419,ADM,ADM,0.5154299736022949,0.27285826206207275,0.17231497168540955,0.039396777749061584,0.5154299736022949,ADM
8398,24419,ADM,ADM,0.5356409549713135,0.29435473680496216,0.14344753324985504,0.026556728407740593,0.5356409549713135,ADM
35970,27083,ADM,ADM,0.4805116057395935,0.2328573316335678,0.14100709557533264,0.14562395215034485,0.4805116057395935,ADM
14595,30973,ADM,ADM,0.4484529197216034,0.25666356086730957,0.1303175538778305,0.16456595063209534,0.4484529197216034,PanIN_LG
9166,16227,ADM,PanIN_HG,0.12728920578956604,0.2799023389816284,0.5363880395889282,0.05642043054103851,0.5363880395889282,PanIN_LG
35714,30411,ADM,PanIN_HG,0.23727689683437347,0.2718183994293213,0.40454620122909546,0.086358442902565,0.40454620122909546,PanIN_LG
33154,8907,ADM,ADM,0.4190969169139862,0.2716023623943329,0.16213378310203552,0.14716696739196777,0.4190969169139862,ADM
14542,19555,ADM,ADM,0.5487649440765381,0.2980540692806244,0.13232490420341492,0.020856091752648354,0.5487649440765381,PanIN_LG
14339,30973,ADM,Other,0.18479740619659424,0.3254435062408447,0.13820481300354004,0.3515543043613434,0.3515543043613434,PanIN_LG
14030,21859,ADM,ADM,0.5163241624832153,0.27862435579299927,0.13832305371761322,0.06672848016023636,0.5163241624832153,PanIN_LG
29058,8395,ADM,ADM,0.40323585271835327,0.21718928217887878,0.274117648601532,0.10545721650123596,0.40323585271835327,ADM
32130,8395,ADM,ADM,0.47804945707321167,0.2855985164642334,0.20232589542865753,0.034026138484478,0.47804945707321167,ADM
8910,18275,ADM,ADM,0.496612548828125,0.2916257381439209,0.13209201395511627,0.07966963946819305,0.496612548828125,ADM
24706,7883,ADM,ADM,0.3893861174583435,0.2860262393951416,0.14269959926605225,0.18188802897930145,0.3893861174583435,ADM
27522,16843,ADM,Other,0.16932566463947296,0.2438296377658844,0.2812153995037079,0.30562928318977356,0.30562928318977356,PanIN_LG
28802,10187,ADM,PanIN_LG,0.25508183240890503,0.3159150779247284,0.14753171801567078,0.2814714014530182,0.3159150779247284,ADM
14286,21603,ADM,PanIN_LG,0.24724730849266052,0.36889660358428955,0.2900601029396057,0.093796007335186,0.36889660358428955,PanIN_LG
10755,33533,ADM,ADM,0.4019748568534851,0.26641443371772766,0.13573020696640015,0.19588054716587067,0.4019748568534851,ADM
14798,19299,ADM,ADM,0.43214088678359985,0.28703027963638306,0.11928186565637589,0.1615469753742218,0.43214088678359985,PanIN_LG
35714,29899,ADM,ADM,0.5044910907745361,0.290718138217926,0.130206897854805,0.07458391785621643,0.5044910907745361,PanIN_LG
28802,32459,ADM,PanIN_LG,0.22371956706047058,0.3658553957939148,0.15117396414279938,0.25925105810165405,0.3658553957939148,PanIN_LG
32386,8139,ADM,ADM,0.43937191367149353,0.26666370034217834,0.18629413843154907,0.10767021775245667,0.43937191367149353,ADM
8654,24163,ADM,ADM,0.4787904620170593,0.26028117537498474,0.1543234884738922,0.10660489648580551,0.4787904620170593,ADM
16409,5113,ADM,ADM,0.5036798715591431,0.26547566056251526,0.16881108283996582,0.06203335151076317,0.5036798715591431,Other
27522,21451,ADM,ADM,0.4590117335319519,0.3149583637714386,0.1264554262161255,0.09957452118396759,0.4590117335319519,PanIN_LG
22914,7115,ADM,Other,0.18045316636562347,0.28870612382888794,0.18152162432670593,0.34931910037994385,0.34931910037994385,PanIN_LG
8398,18275,ADM,ADM,0.3935047388076782,0.25194597244262695,0.18719482421875,0.16735447943210602,0.3935047388076782,PanIN_LG
30850,7371,ADM,PanIN_LG,0.29277509450912476,0.3146616816520691,0.17905233800411224,0.2135108858346939,0.3146616816520691,PanIN_LG
36738,28875,ADM,Other,0.22334791719913483,0.27483683824539185,0.20860053598880768,0.29321467876434326,0.29321467876434326,PanIN_HG
24962,19147,ADM,ADM,0.5302006006240845,0.291625440120697,0.1457061469554901,0.03246781975030899,0.5302006006240845,PanIN_LG
32130,8651,ADM,ADM,0.46395203471183777,0.2690316438674927,0.17708230018615723,0.08993400633335114,0.46395203471183777,ADM
13774,24931,ADM,ADM,0.36037158966064453,0.2823253870010376,0.2924361228942871,0.06486686319112778,0.36037158966064453,ADM
32898,14283,ADM,ADM,0.3743689954280853,0.2857295572757721,0.17351128160953522,0.16639015078544617,0.3743689954280853,PanIN_LG
10190,18275,ADM,ADM,0.4835604429244995,0.27979379892349243,0.1487061083316803,0.08793964236974716,0.4835604429244995,ADM
26498,7115,ADM,ADM,0.5196400880813599,0.31312888860702515,0.13965538144111633,0.027575626969337463,0.5196400880813599,ADM
11214,16995,ADM,ADM,0.40730905532836914,0.35924655199050903,0.18706044554710388,0.046383995562791824,0.40730905532836914,PanIN_LG
34690,7115,ADM,ADM,0.4750167727470398,0.2820378243923187,0.15150968730449677,0.09143572300672531,0.4750167727470398,Other
13774,13411,ADM,ADM,0.35161292552948,0.29801449179649353,0.12180335819721222,0.22856919467449188,0.35161292552948,PanIN_LG
24962,8139,ADM,ADM,0.49701908230781555,0.2766268849372864,0.15667450428009033,0.06967958807945251,0.49701908230781555,ADM
