x,y,Actual,Predicted,p_ADM,p_PanIN_LG,p_PanIN_HG,p_Other,Conf,Refined
11831,29551,ADM,ADM,0.5659447908401489,0.28151923418045044,0.11359882354736328,0.038937151432037354,0.5659447908401489,PanIN_LG
9527,29551,ADM,ADM,0.5428489446640015,0.24644964933395386,0.14925611019134521,0.061445269733667374,0.5428489446640015,PanIN_LG
11831,29295,ADM,ADM,0.5324057340621948,0.2918129861354828,0.12336412817239761,0.052417218685150146,0.5324057340621948,PanIN_LG
10807,29039,ADM,ADM,0.3503495454788208,0.33330434560775757,0.17829370498657227,0.13805240392684937,0.3503495454788208,PanIN_LG
10807,28783,ADM,ADM,0.45620250701904297,0.2935362756252289,0.13886091113090515,0.11140032857656479,0.45620250701904297,PanIN_LG
10295,28527,ADM,ADM,0.29928675293922424,0.2206428200006485,0.2372061014175415,0.24286434054374695,0.29928675293922424,PanIN_LG
10551,28783,ADM,ADM,0.4699251055717468,0.30522286891937256,0.14330893754959106,0.08154308795928955,0.4699251055717468,PanIN_LG
12087,29295,ADM,PanIN_LG,0.061704933643341064,0.7018860578536987,0.2065134048461914,0.02989559806883335,0.7018860578536987,PanIN_LG
12087,29551,ADM,PanIN_LG,0.2749784588813782,0.3150704801082611,0.3124714493751526,0.09747960418462753,0.3150704801082611,PanIN_LG
19511,29039,ADM,PanIN_HG,0.17089083790779114,0.40052247047424316,0.40160655975341797,0.026980135589838028,0.40160655975341797,PanIN_LG
11575,29295,ADM,PanIN_LG,0.15947523713111877,0.5640527606010437,0.23883363604545593,0.03763832896947861,0.5640527606010437,PanIN_LG
11575,29551,ADM,PanIN_LG,0.1187606155872345,0.716788113117218,0.14784297347068787,0.016608264297246933,0.716788113117218,PanIN_LG
11063,28783,ADM,PanIN_LG,0.135886549949646,0.6507255434989929,0.18697430193424225,0.026413625106215477,0.6507255434989929,PanIN_LG
32551,28789,ADM,PanIN_LG,0.2953067421913147,0.5217952132225037,0.15111547708511353,0.031782589852809906,0.5217952132225037,PanIN_HG
7991,29295,PanIN_LG,PanIN_LG,0.03850487992167473,0.7001181840896606,0.1756269931793213,0.08574989438056946,0.7001181840896606,PanIN_LG
7991,30319,PanIN_LG,PanIN_HG,0.013539678417146206,0.30140602588653564,0.4826788902282715,0.2023753970861435,0.4826788902282715,PanIN_LG
18983,16757,PanIN_LG,PanIN_LG,0.09542151540517807,0.627184271812439,0.2622947692871094,0.015099437907338142,0.627184271812439,PanIN_LG
7991,29551,PanIN_LG,PanIN_LG,0.031003642827272415,0.6500070095062256,0.2150268405675888,0.1039625033736229,0.6500070095062256,PanIN_LG
